trialNr	 pairType	 fsStimID	 objStimID	 targetPos	 resp	 RT	 isCorrect	subject	run
13	1	25	18	3	3	3367	1	40855	1
14	1	11	14	3	2	2478	0	40855	1
15	2	7	7	3	1	1769	0	40855	1
16	1	33	6	2	2	1981	1	40855	1
17	1	14	1	3	2	2402	0	40855	1
18	2	2	10	3	1	2451	0	40855	1
19	1	21	11	1	1	2759	1	40855	1
20	2	30	15	2	2	3405	1	40855	1
21	2	6	4	2	2	3590	1	40855	1
22	2	3	5	2	1	2976	0	40855	1
23	1	24	16	2	1	3056	0	40855	1
24	2	27	14	3	2	1712	0	40855	1
25	1	35	8	2	2	2980	1	40855	1
26	2	4	8	3	3	7475	1	40855	1
27	2	15	17	1	2	2745	0	40855	1
28	1	20	13	3	3	4784	1	40855	1
29	2	23	13	3	3	4638	1	40855	1
30	1	17	3	2	1	2990	0	40855	1
31	1	32	7	2	2	1724	1	40855	1
32	2	12	9	1	3	2832	0	40855	1
33	2	10	3	1	2	2149	0	40855	1
34	2	22	12	3	2	2540	0	40855	1
35	1	1	17	2	2	2787	1	40855	1
36	1	18	12	2	2	2243	1	40855	1
1	2	17	13	1	1	8750	1	40859	1
2	1	6	2	2	2	3717	1	40859	1
3	1	34	5	1	1	3868	1	40859	1
4	2	27	17	1	1	3506	1	40859	1
5	1	31	12	3	3	2366	1	40859	1
6	2	3	8	3	3	5310	1	40859	1
7	1	25	6	1	1	1841	1	40859	1
8	1	26	1	2	2	4959	1	40859	1
9	1	10	16	1	1	3643	1	40859	1
10	1	5	18	3	3	2335	1	40859	1
11	2	14	5	2	2	6401	1	40859	1
12	1	21	4	1	1	4988	1	40859	1
13	1	15	3	1	1	3589	1	40859	1
14	2	20	1	1	1	3963	1	40859	1
15	2	8	15	3	3	3971	1	40859	1
16	2	16	11	3	3	11890	1	40859	1
17	2	11	2	1	1	5713	1	40859	1
18	2	22	16	3	3	2394	1	40859	1
19	2	23	10	1	1	2941	1	40859	1
20	1	13	13	2	2	7666	1	40859	1
21	2	24	12	2	2	1949	1	40859	1
22	2	32	9	3	3	5873	1	40859	1
23	2	33	7	2	2	4861	1	40859	1
24	1	4	14	3	3	1673	1	40859	1
25	1	9	11	2	2	1928	1	40859	1
26	2	2	3	2	2	4240	1	40859	1
27	1	36	10	3	3	2254	1	40859	1
28	1	19	17	2	2	1672	1	40859	1
29	1	12	15	1	1	4254	1	40859	1
30	1	18	9	1	1	3715	1	40859	1
31	2	30	18	3	3	2765	1	40859	1
32	2	28	4	2	2	6829	1	40859	1
33	2	35	14	2	2	1506	1	40859	1
34	2	7	6	2	2	1602	1	40859	1
35	1	1	7	3	3	3173	1	40859	1
36	1	29	8	2	3	6062	0	40859	1
1	1	11	2	3	3	4624	1	40861	1
2	2	6	9	1	1	3157	1	40861	1
3	2	12	2	2	2	4172	1	40861	1
4	2	25	17	2	2	4153	1	40861	1
5	2	35	10	2	2	5110	1	40861	1
6	2	19	6	1	1	3727	1	40861	1
7	2	4	15	1	1	3211	1	40861	1
8	2	17	12	2	2	4285	1	40861	1
9	2	29	13	3	1	4569	0	40861	1
10	2	27	16	1	3	4676	0	40861	1
11	1	32	11	2	2	3369	1	40861	1
12	2	15	1	2	3	3710	0	40861	1
13	2	31	11	1	1	2652	1	40861	1
14	1	18	12	1	1	2195	1	40861	1
15	2	21	14	2	1	4027	0	40861	1
16	2	20	3	3	3	4716	1	40861	1
17	1	30	15	1	1	2109	1	40861	1
18	1	3	7	2	2	990	1	40861	1
19	2	2	8	2	3	3746	0	40861	1
20	1	34	1	2	2	2369	1	40861	1
21	2	26	5	3	3	4034	1	40861	1
22	1	36	8	2	3	5369	0	40861	1
23	1	28	17	2	2	3652	1	40861	1
24	2	24	7	1	1	4250	1	40861	1
25	2	1	4	2	2	1980	1	40861	1
26	1	8	5	1	2	3256	0	40861	1
27	1	13	18	1	3	5246	0	40861	1
28	1	7	16	3	3	2217	1	40861	1
29	1	9	14	3	1	3672	0	40861	1
30	2	22	18	3	3	3205	1	40861	1
31	1	33	6	3	3	3118	1	40861	1
32	1	16	10	2	1	3493	0	40861	1
33	1	14	3	2	2	3065	1	40861	1
34	1	23	13	2	3	3049	0	40861	1
35	1	10	9	2	2	2266	1	40861	1
36	1	5	4	2	2	3520	1	40861	1
1	2	3	5	3	3	4338	1	40876	1
2	1	34	18	1	1	3601	1	40876	1
3	2	8	11	2	2	3100	1	40876	1
4	1	28	6	3	3	3498	1	40876	1
5	1	7	11	1	1	1845	1	40876	1
6	1	20	8	2	2	2053	1	40876	1
7	2	10	15	2	2	4121	1	40876	1
8	1	32	17	1	1	1767	1	40876	1
9	2	35	12	2	2	2084	1	40876	1
10	1	33	2	2	2	1318	1	40876	1
11	2	14	2	3	3	3367	1	40876	1
12	2	23	10	3	3	2342	1	40876	1
13	2	15	13	3	3	2156	1	40876	1
14	2	18	16	3	3	3736	1	40876	1
15	1	24	3	1	1	2083	1	40876	1
16	2	26	6	1	1	1938	1	40876	1
17	2	25	7	1	1	2239	1	40876	1
18	2	6	1	3	3	2030	1	40876	1
19	2	31	3	2	2	1717	1	40876	1
20	1	5	14	3	3	1466	1	40876	1
21	1	22	13	3	3	1311	1	40876	1
22	2	13	17	1	1	2615	1	40876	1
23	1	29	12	2	2	1040	1	40876	1
24	2	21	14	1	1	2126	1	40876	1
25	2	17	8	1	1	2061	1	40876	1
26	2	2	9	1	1	2069	1	40876	1
27	1	12	5	3	3	1694	1	40876	1
28	1	27	7	1	1	1932	1	40876	1
29	2	19	18	1	1	1443	1	40876	1
30	1	9	4	3	3	2180	1	40876	1
31	1	16	9	3	3	1784	1	40876	1
32	1	1	1	1	1	1421	1	40876	1
33	1	4	15	2	2	1461	1	40876	1
34	1	30	10	3	1	2875	0	40876	1
35	2	11	4	1	1	1790	1	40876	1
36	1	36	16	2	2	1127	1	40876	1
1	1	26	3	1	2	9077	0	40878	1
2	1	23	17	1	1	2851	1	40878	1
3	1	19	8	2	2	3980	1	40878	1
4	1	4	10	3	3	7638	1	40878	1
5	2	28	18	1	1	2355	1	40878	1
6	1	11	2	2	2	2932	1	40878	1
7	2	22	3	1	1	2225	1	40878	1
8	1	9	16	1	1	1932	1	40878	1
9	1	21	1	1	1	3097	1	40878	1
10	1	32	18	2	2	1468	1	40878	1
11	1	27	15	2	2	3342	1	40878	1
12	1	34	13	3	3	2829	1	40878	1
13	1	35	4	3	3	2403	1	40878	1
14	2	16	12	1	1	2168	1	40878	1
15	2	1	11	1	1	1881	1	40878	1
16	2	2	4	1	3	4975	0	40878	1
17	2	17	1	1	1	2060	1	40878	1
18	2	30	9	1	2	3881	0	40878	1
19	2	15	6	2	1	4265	0	40878	1
20	2	7	5	1	1	4251	1	40878	1
21	1	13	6	1	1	4442	1	40878	1
22	2	5	17	1	2	2409	0	40878	1
23	2	8	14	1	3	3459	0	40878	1
24	2	31	8	2	2	1845	1	40878	1
25	1	14	7	3	1	2898	0	40878	1
26	1	29	14	1	1	3	1	40878	1
27	2	10	16	2	2	2402	1	40878	1
28	1	3	12	1	1	2007	1	40878	1
29	1	25	5	1	1	2080	1	40878	1
30	2	36	10	2	2	2274	1	40878	1
31	1	24	9	3	3	2487	1	40878	1
32	1	6	11	3	3	3180	1	40878	1
33	2	18	13	1	1	3678	1	40878	1
34	2	33	7	2	1	2571	0	40878	1
35	2	20	2	1	1	2201	1	40878	1
36	2	12	15	3	3	3198	1	40878	1
1	2	12	14	1	1	3240	1	40930	1
2	2	4	12	1	1	2961	1	40930	1
3	1	9	12	3	3	2180	1	40930	1
4	1	20	8	2	2	1502	1	40930	1
5	1	32	2	1	1	1359	1	40930	1
6	1	16	15	3	2	1393	0	40930	1
7	2	19	7	1	1	2475	1	40930	1
8	1	23	17	2	1	2965	0	40930	1
9	1	5	4	3	3	3623	1	40930	1
10	2	7	4	2	1	2550	0	40930	1
11	1	13	6	2	2	3715	1	40930	1
12	2	11	13	2	2	3538	1	40930	1
13	1	3	10	1	1	2122	1	40930	1
14	2	31	2	2	1	2604	0	40930	1
15	1	18	3	3	3	2116	1	40930	1
16	1	36	16	3	3	2554	1	40930	1
17	2	17	10	3	3	1525	1	40930	1
18	2	33	6	3	3	1436	1	40930	1
19	2	6	11	1	1	2161	1	40930	1
20	1	15	14	3	3	2333	1	40930	1
21	1	25	18	1	1	1424	1	40930	1
22	2	8	15	2	2	2438	1	40930	1
23	2	30	3	2	2	2240	1	40930	1
24	2	26	5	3	3	2378	1	40930	1
25	1	10	9	2	2	1794	1	40930	1
26	2	35	17	1	3	2580	0	40930	1
27	2	24	8	3	3	1959	1	40930	1
28	1	1	5	2	2	1009	1	40930	1
29	2	29	1	1	1	1907	1	40930	1
30	2	22	18	3	3	1690	1	40930	1
31	1	21	1	1	1	2875	1	40930	1
32	1	2	11	1	2	3110	0	40930	1
33	2	27	9	3	3	2781	1	40930	1
34	1	14	13	2	2	2201	1	40930	1
35	2	34	16	3	1	2129	0	40930	1
36	1	28	7	1	1	1617	1	40930	1
1	2	25	6	3	3	4494	1	40961	1
2	2	17	11	2	2	3542	1	40961	1
3	1	14	3	1	2	4279	0	40961	1
4	1	29	7	3	2	3547	0	40961	1
5	1	19	10	3	3	1986	1	40961	1
6	2	21	1	2	2	3663	1	40961	1
7	2	8	13	3	3	2845	1	40961	1
8	2	33	3	1	1	1670	1	40961	1
9	1	2	12	2	2	1548	1	40961	1
10	2	4	16	1	3	4724	0	40961	1
11	2	31	15	1	1	2082	1	40961	1
12	1	22	14	3	2	2942	0	40961	1
13	1	35	5	2	2	3083	1	40961	1
14	1	15	6	1	1	1432	1	40961	1
15	2	26	8	1	1	5099	1	40961	1
16	1	11	16	1	2	3046	0	40961	1
17	1	9	9	1	3	2505	0	40961	1
18	2	10	2	3	1	4384	0	40961	1
19	1	32	2	2	2	2901	1	40961	1
20	1	27	11	2	1	3724	0	40961	1
21	1	36	15	1	3	3491	0	40961	1
22	1	23	17	1	2	2567	0	40961	1
23	2	12	17	3	3	3757	1	40961	1
24	2	34	10	2	2	2259	1	40961	1
25	2	6	14	1	2	4434	0	40961	1
26	2	28	4	1	1	1472	1	40961	1
27	1	20	4	3	2	2555	0	40961	1
28	2	30	5	1	2	3654	0	40961	1
29	1	18	13	1	2	1500	0	40961	1
30	1	13	8	1	3	3056	0	40961	1
31	2	3	9	3	3	5202	1	40961	1
32	1	24	18	2	2	2809	1	40961	1
33	2	16	18	2	2	4957	1	40961	1
34	1	7	1	3	2	2444	0	40961	1
35	2	5	7	2	2	3380	1	40961	1
36	2	1	12	1	1	2285	1	40961	1
1	1	20	6	2	2	1853	1	40968	1
2	2	30	15	1	1	4358	1	40968	1
3	2	14	8	2	2	1331	1	40968	1
4	1	10	9	1	1	3202	1	40968	1
5	2	1	18	1	1	1466	1	40968	1
6	1	7	8	3	3	1579	1	40968	1
7	2	15	16	3	3	2890	1	40968	1
8	2	19	17	2	2	2248	1	40968	1
9	2	34	14	2	1	3147	0	40968	1
10	2	12	3	2	2	7005	1	40968	1
11	1	26	2	2	2	1212	1	40968	1
12	1	33	17	1	1	2957	1	40968	1
13	1	13	3	3	3	2354	1	40968	1
14	1	21	10	1	1	1755	1	40968	1
15	1	36	14	3	3	3046	1	40968	1
16	1	5	5	2	2	1201	1	40968	1
17	1	32	18	1	1	1092	1	40968	1
18	1	23	16	3	3	1153	1	40968	1
19	2	27	1	2	2	5287	1	40968	1
20	1	31	15	3	3	2067	1	40968	1
21	2	22	11	2	2	1011	1	40968	1
22	2	25	6	1	1	1265	1	40968	1
23	1	18	1	3	3	1788	1	40968	1
24	2	3	9	3	3	2315	1	40968	1
25	2	35	4	3	3	1741	1	40968	1
26	2	4	5	1	1	1617	1	40968	1
27	2	17	2	3	3	2045	1	40968	1
28	2	6	7	1	1	3197	1	40968	1
29	2	8	13	3	3	2848	1	40968	1
30	2	28	10	1	1	1232	1	40968	1
31	1	9	12	2	2	1125	1	40968	1
32	1	2	7	1	1	2426	1	40968	1
33	1	16	11	1	1	2038	1	40968	1
34	1	29	13	3	3	1524	1	40968	1
35	2	11	12	1	1	3703	1	40968	1
36	1	24	4	3	3	1686	1	40968	1
