onset	 pairType	 fsStimID_probe	 objStimID_cue	 cond	 duration	 answer	 resp	 RT	 isCorrect	subject	run
63.0	2	17	26	3	16.5	1	 2	 12937	0	40728	1
84.0	2	15	27	3	16.5	1	 NaN	 NaN	0	40728	1
103.5	1	10	3	1	16.5	1	 1	 12223	1	40728	1
121.5	1	11	24	2	16.5	0	 2	 12122	1	40728	1
139.5	2	5	15	4	16.5	0	 2	 11884	1	40728	1
157.5	2	4	35	4	16.5	0	 2	 11480	1	40728	1
177.0	1	9	20	2	16.5	0	 1	 12164	0	40728	1
198.0	1	1	23	1	16.5	1	 1	 11295	1	40728	1
217.5	2	13	9	4	16.5	0	 2	 11967	1	40728	1
1.5	1	2	21	1	16.5	1	1	11320	1	40728	2
21.0	2	14	17	4	16.5	0	2	12118	1	40728	2
42.0	2	11	6	3	16.5	1	1	11113	1	40728	2
63.0	2	2	29	4	16.5	0	2	11885	1	40728	2
82.5	1	3	12	1	16.5	1	1	12175	1	40728	2
103.5	1	8	2	1	16.5	1	1	11227	1	40728	2
121.5	2	9	25	3	16.5	1	1	11141	1	40728	2
139.5	1	14	1	1	16.5	1	1	11549	1	40728	2
159.0	2	10	11	3	16.5	1	2	13109	0	40728	2
178.5	1	4	10	2	16.5	0	2	11962	1	40728	2
196.5	1	6	14	2	16.5	0	1	12115	0	40728	2
214.5	2	16	33	3	16.5	1	1	11538	1	40728	2
1.5	1	18	36	2	16.5	0	 2	 11655	1	40728	3
22.5	2	12	7	4	16.5	0	 2	 11787	1	40728	3
43.5	2	3	13	3	16.5	1	 1	 11918	1	40728	3
63.0	1	15	16	1	16.5	1	 2	 12270	0	40728	3
84.0	2	8	4	4	16.5	0	 2	 12165	1	40728	3
102.0	2	6	19	4	16.5	0	 NaN	 NaN	0	40728	3
121.5	1	17	28	1	16.5	1	 1	 11866	1	40728	3
139.5	1	5	18	1	16.5	1	 1	 11052	1	40728	3
159.0	1	13	22	2	16.5	0	 2	 12191	1	40728	3
178.5	2	1	30	3	16.5	1	 1	 11787	1	40728	3
196.5	1	12	5	2	16.5	0	 2	 11556	1	40728	3
214.5	2	7	31	4	16.5	0	 2	 11618	1	40728	3
1.5	2	11	8	3	16.5	1	1	11874	1	40730	1
19.5	2	9	28	4	16.5	0	2	11496	1	40730	1
40.5	2	5	3	3	16.5	1	1	11509	1	40730	1
61.5	1	2	18	1	16.5	1	1	11491	1	40730	1
81.0	2	1	23	4	16.5	0	1	12196	0	40730	1
99.0	1	17	4	1	16.5	1	1	11634	1	40730	1
118.5	1	7	9	2	16.5	0	2	11560	1	40730	1
138.0	1	8	6	1	16.5	1	1	13054	1	40730	1
159.0	2	3	12	4	16.5	0	1	12889	0	40730	1
178.5	2	7	35	4	16.5	0	2	11522	1	40730	1
199.5	1	12	22	2	16.5	0	1	11562	0	40730	1
217.5	2	17	29	3	16.5	1	1	13151	1	40730	1
1.5	2	16	32	4	16.5	0	2	12319	1	40730	2
21.0	1	3	30	1	16.5	1	1	11451	1	40730	2
39.0	2	10	7	3	16.5	1	1	11923	1	40730	2
57.0	2	2	27	4	16.5	0	2	11578	1	40730	2
75.0	1	11	25	2	16.5	0	2	12062	1	40730	2
94.5	2	14	11	3	16.5	1	1	11539	1	40730	2
112.5	1	16	31	2	16.5	0	2	12592	1	40730	2
133.5	1	10	19	2	16.5	0	2	11962	1	40730	2
153.0	2	12	21	4	16.5	0	2	12066	1	40730	2
172.5	1	14	34	2	16.5	0	2	11954	1	40730	2
193.5	2	4	5	4	16.5	0	2	11861	1	40730	2
214.5	2	13	17	3	16.5	1	1	13214	1	40730	2
1.5	2	8	36	3	16.5	1	 1	 12016	1	40730	3
19.5	2	18	13	3	16.5	1	 1	 11281	1	40730	3
39.0	1	4	1	1	16.5	1	 1	 11472	1	40730	3
58.5	1	6	10	1	16.5	1	 NaN	 NaN	0	40730	3
76.5	1	5	15	2	16.5	0	 2	 11847	1	40730	3
97.5	1	15	33	1	16.5	1	 1	 11912	1	40730	3
115.5	1	9	14	2	16.5	0	 2	 11902	1	40730	3
133.5	2	15	16	4	16.5	0	 NaN	 NaN	0	40730	3
154.5	1	1	26	1	16.5	1	 1	 12367	1	40730	3
175.5	1	18	20	2	16.5	0	 2	 11471	1	40730	3
195.0	1	13	24	1	16.5	1	 1	 11925	1	40730	3
216.0	2	6	2	3	16.5	1	 1	 11586	1	40730	3
1.5	1	9	8	2	16.5	0	 1	 12550	0	40738	1
22.5	2	16	17	3	16.5	1	 NaN	 NaN	0	40738	1
43.5	1	4	2	2	16.5	0	 1	 13450	0	40738	1
64.5	1	11	21	2	16.5	0	 NaN	 NaN	0	40738	1
84.0	1	7	12	1	16.5	1	 NaN	 NaN	0	40738	1
102.0	1	14	3	2	16.5	0	 NaN	 NaN	0	40738	1
123.0	1	15	30	2	16.5	0	 NaN	 NaN	0	40738	1
142.5	2	13	20	3	16.5	1	 NaN	 NaN	0	40738	1
162.0	2	10	5	3	16.5	1	 NaN	 NaN	0	40738	1
180.0	2	11	35	3	16.5	1	 NaN	 NaN	0	40738	1
199.5	2	14	4	4	16.5	0	 NaN	 NaN	0	40738	1
217.5	1	13	1	1	16.5	1	 NaN	 NaN	0	40738	1
1.5	1	1	34	1	16.5	1	 1	 12147	1	40738	2
19.5	1	10	9	2	16.5	0	 NaN	 NaN	0	40738	2
39.0	2	4	7	4	16.5	0	 NaN	 NaN	0	40738	2
60.0	2	18	6	4	16.5	0	 NaN	 NaN	0	40738	2
81.0	2	1	36	3	16.5	1	 1	 11060	1	40738	2
99.0	2	2	11	4	16.5	0	 NaN	 NaN	0	40738	2
118.5	2	7	24	3	16.5	1	 NaN	 NaN	0	40738	2
139.5	2	5	27	3	16.5	1	 NaN	 NaN	0	40738	2
160.5	2	12	23	4	16.5	0	 1	 11510	0	40738	2
178.5	1	12	31	1	16.5	1	 1	 10939	1	40738	2
198.0	2	15	16	3	16.5	1	 NaN	 NaN	0	40738	2
216.0	2	17	13	3	16.5	1	 NaN	 NaN	0	40738	2
1.5	1	18	22	2	16.5	0	 2	 11979	1	40738	3
21.0	1	3	10	1	16.5	1	 2	 11171	0	40738	3
39.0	2	8	32	4	16.5	0	 2	 11553	1	40738	3
58.5	2	3	26	4	16.5	0	 2	 10991	1	40738	3
76.5	2	9	15	4	16.5	0	 2	 11150	1	40738	3
97.5	1	6	25	1	16.5	1	 2	 11026	0	40738	3
118.5	1	2	19	1	16.5	1	 2	 11222	0	40738	3
139.5	1	17	33	2	16.5	0	 2	 11213	1	40738	3
160.5	1	8	28	1	16.5	1	 NaN	 NaN	0	40738	3
178.5	2	6	14	4	16.5	0	 NaN	 NaN	0	40738	3
198.0	1	5	29	1	16.5	1	 NaN	 NaN	0	40738	3
216.0	1	16	18	2	16.5	0	 NaN	 NaN	0	40738	3
1.5	2	12	23	4	16.5	0	 NaN	 NaN	0	40743	1
19.5	1	3	5	1	16.5	1	 NaN	 NaN	0	40743	1
39.0	1	14	24	1	16.5	1	 NaN	 NaN	0	40743	1
58.5	1	16	8	1	16.5	1	 2	 11407	0	40743	1
78.0	2	6	28	4	16.5	0	 2	 11523	1	40743	1
99.0	1	10	27	2	16.5	0	 2	 11742	1	40743	1
117.0	1	8	26	2	16.5	0	 2	 12082	1	40743	1
138.0	1	11	32	1	16.5	1	 1	 11955	1	40743	1
159.0	2	2	4	4	16.5	0	 2	 11613	1	40743	1
178.5	2	17	21	4	16.5	0	 2	 11718	1	40743	1
196.5	2	1	18	3	16.5	1	 1	 11557	1	40743	1
217.5	2	4	7	3	16.5	1	 1	 11209	1	40743	1
1.5	1	13	10	2	16.5	0	 2	 12626	1	40743	2
22.5	2	16	31	4	16.5	0	 2	 12263	1	40743	2
43.5	1	6	20	1	16.5	1	 1	 11467	1	40743	2
61.5	1	5	29	1	16.5	1	 1	 11134	1	40743	2
81.0	1	9	34	2	16.5	0	 1	 11788	0	40743	2
100.5	2	18	3	4	16.5	0	 2	 11442	1	40743	2
118.5	1	12	13	2	16.5	0	 2	 11723	1	40743	2
139.5	2	8	35	3	16.5	1	 1	 11169	1	40743	2
159.0	1	18	16	2	16.5	0	 2	 11658	1	40743	2
177.0	1	1	15	1	16.5	1	 1	 11290	1	40743	2
195.0	2	14	25	4	16.5	0	 NaN	 NaN	0	40743	2
216.0	2	13	30	4	16.5	0	 2	 12311	1	40743	2
1.5	2	15	14	4	16.5	0	2	12065	1	40743	3
19.5	1	2	6	1	16.5	1	1	11131	1	40743	3
40.5	1	17	22	2	16.5	0	2	11543	1	40743	3
61.5	2	10	9	3	16.5	1	1	11972	1	40743	3
82.5	1	7	36	2	16.5	0	2	12193	1	40743	3
102.0	2	3	12	3	16.5	1	1	11503	1	40743	3
120.0	2	11	33	3	16.5	1	1	11376	1	40743	3
138.0	2	5	2	3	16.5	1	2	11256	0	40743	3
157.5	2	9	17	3	16.5	1	1	11682	1	40743	3
175.5	1	15	19	1	16.5	1	1	11425	1	40743	3
196.5	2	7	11	3	16.5	1	1	12086	1	40743	3
216.0	1	4	1	2	16.5	0	1	11557	0	40743	3
1.5	1	14	22	1	16.5	1	1	11059	1	40750	1
21.0	1	4	15	2	16.5	0	1	10498	0	40750	1
39.0	1	17	14	2	16.5	0	1	10497	0	40750	1
57.0	2	13	28	4	16.5	0	1	10498	0	40750	1
76.5	2	4	4	3	16.5	1	1	10493	1	40750	1
97.5	2	14	17	4	16.5	0	1	10500	0	40750	1
115.5	1	2	10	2	16.5	0	1	10497	0	40750	1
136.5	2	5	21	4	16.5	0	1	10495	0	40750	1
156.0	2	2	32	4	16.5	0	1	10514	0	40750	1
174.0	1	7	33	1	16.5	1	1	10513	1	40750	1
195.0	2	18	13	4	16.5	0	2	12314	1	40750	1
214.5	2	12	25	3	16.5	1	1	11229	1	40750	1
1.5	1	9	7	2	16.5	0	2	12015	1	40750	2
21.0	1	1	31	2	16.5	0	2	11508	1	40750	2
39.0	1	15	12	2	16.5	0	2	11259	1	40750	2
58.5	2	16	19	3	16.5	1	1	11251	1	40750	2
78.0	1	3	11	1	16.5	1	1	12293	1	40750	2
99.0	2	8	3	3	16.5	1	1	11778	1	40750	2
117.0	1	11	8	1	16.5	1	1	10941	1	40750	2
138.0	1	12	23	2	16.5	0	2	11155	1	40750	2
157.5	2	1	26	3	16.5	1	1	11187	1	40750	2
178.5	1	10	2	1	16.5	1	1	11031	1	40750	2
196.5	2	7	16	3	16.5	1	2	12017	0	40750	2
214.5	2	11	36	4	16.5	0	2	11557	1	40750	2
1.5	2	6	9	4	16.5	0	 2	 11400	1	40750	3
19.5	2	15	20	4	16.5	0	 2	 11786	1	40750	3
40.5	2	3	18	3	16.5	1	 1	 12048	1	40750	3
58.5	1	13	5	1	16.5	1	 1	 11053	1	40750	3
78.0	2	9	29	3	16.5	1	 1	 11625	1	40750	3
96.0	1	8	27	2	16.5	0	 1	 11564	0	40750	3
115.5	1	18	34	1	16.5	1	 1	 11071	1	40750	3
133.5	1	6	24	1	16.5	1	 1	 11007	1	40750	3
154.5	2	10	6	3	16.5	1	 1	 11460	1	40750	3
174.0	1	5	35	2	16.5	0	 2	 11156	1	40750	3
195.0	2	17	30	4	16.5	0	 NaN	 NaN	0	40750	3
214.5	1	16	1	1	16.5	1	 1	 10940	1	40750	3
1.5	2	3	20	3	16.5	1	1	11637	1	40758	1
22.5	2	17	8	3	16.5	1	1	12026	1	40758	1
40.5	2	10	27	4	16.5	0	2	12070	1	40758	1
61.5	1	16	33	1	16.5	1	1	11284	1	40758	1
81.0	1	8	32	1	16.5	1	1	11976	1	40758	1
102.0	1	13	35	2	16.5	0	2	11708	1	40758	1
121.5	2	15	34	3	16.5	1	1	11701	1	40758	1
141.0	1	17	4	2	16.5	0	2	11599	1	40758	1
159.0	2	16	15	3	16.5	1	1	12071	1	40758	1
180.0	2	5	31	3	16.5	1	1	11400	1	40758	1
199.5	2	6	24	4	16.5	0	2	11757	1	40758	1
217.5	1	4	21	2	16.5	0	2	11748	1	40758	1
1.5	1	14	10	1	16.5	1	1	11533	1	40758	2
19.5	1	10	12	2	16.5	0	2	12060	1	40758	2
39.0	2	14	14	4	16.5	0	2	11510	1	40758	2
60.0	2	13	29	3	16.5	1	1	12407	1	40758	2
78.0	1	5	5	2	16.5	0	2	11397	1	40758	2
97.5	1	12	2	2	16.5	0	2	11282	1	40758	2
118.5	2	9	11	4	16.5	0	2	11811	1	40758	2
136.5	1	7	28	2	16.5	0	2	11599	1	40758	2
157.5	2	1	17	3	16.5	1	1	11727	1	40758	2
178.5	2	8	9	3	16.5	1	1	11891	1	40758	2
198.0	1	9	19	1	16.5	1	1	11453	1	40758	2
216.0	1	2	25	1	16.5	1	1	11162	1	40758	2
1.5	2	11	36	4	16.5	0	 NaN	 NaN	0	40758	3
21.0	1	15	26	1	16.5	1	 1	 12080	1	40758	3
39.0	2	7	18	4	16.5	0	 2	 11645	1	40758	3
57.0	2	18	6	4	16.5	0	 2	 12026	1	40758	3
75.0	2	2	23	3	16.5	1	 1	 11881	1	40758	3
94.5	1	11	3	1	16.5	1	 1	 11776	1	40758	3
112.5	1	1	7	2	16.5	0	 2	 11520	1	40758	3
133.5	2	12	22	4	16.5	0	 2	 11798	1	40758	3
154.5	1	18	13	2	16.5	0	 2	 11802	1	40758	3
175.5	2	4	30	4	16.5	0	 2	 11609	1	40758	3
195.0	1	6	1	1	16.5	1	 1	 11636	1	40758	3
214.5	1	3	16	1	16.5	1	 2	 12394	0	40758	3
1.5	2	6	9	4	16.5	0	2	11436	1	40767	1
19.5	1	18	8	2	16.5	0	2	11639	1	40767	1
40.5	1	1	7	1	16.5	1	1	11042	1	40767	1
60.0	2	12	1	3	16.5	1	1	11754	1	40767	1
79.5	1	8	28	1	16.5	1	1	11868	1	40767	1
100.5	1	13	19	1	16.5	1	1	11442	1	40767	1
120.0	2	8	27	3	16.5	1	1	11669	1	40767	1
141.0	1	17	34	1	16.5	1	1	12156	1	40767	1
159.0	1	10	15	2	16.5	0	2	11935	1	40767	1
178.5	1	3	35	1	16.5	1	1	12324	1	40767	1
199.5	1	4	25	2	16.5	0	2	12078	1	40767	1
217.5	2	5	3	4	16.5	0	2	11598	1	40767	1
1.5	2	10	33	4	16.5	0	2	11698	1	40767	2
21.0	2	1	20	3	16.5	1	2	12649	0	40767	2
42.0	1	15	2	2	16.5	0	2	12193	1	40767	2
60.0	1	11	16	1	16.5	1	1	12324	1	40767	2
79.5	2	3	14	3	16.5	1	1	11655	1	40767	2
97.5	2	15	32	4	16.5	0	2	12060	1	40767	2
115.5	1	2	29	2	16.5	0	2	11868	1	40767	2
135.0	2	16	31	3	16.5	1	1	12618	1	40767	2
154.5	2	18	11	4	16.5	0	2	11631	1	40767	2
172.5	2	2	12	4	16.5	0	2	11575	1	40767	2
193.5	1	14	21	2	16.5	0	2	11881	1	40767	2
214.5	2	13	36	4	16.5	0	2	11852	1	40767	2
1.5	1	9	26	2	16.5	0	2	11976	1	40767	3
19.5	2	11	23	3	16.5	1	1	11495	1	40767	3
39.0	1	12	5	1	16.5	1	1	11359	1	40767	3
57.0	2	17	6	3	16.5	1	1	12128	1	40767	3
78.0	1	7	4	1	16.5	1	1	11682	1	40767	3
96.0	2	7	13	4	16.5	0	2	12001	1	40767	3
115.5	1	16	17	2	16.5	0	2	11699	1	40767	3
136.5	1	5	24	1	16.5	1	1	11620	1	40767	3
157.5	2	9	30	4	16.5	0	2	11839	1	40767	3
177.0	2	14	18	3	16.5	1	1	12386	1	40767	3
196.5	1	6	10	2	16.5	0	1	13020	0	40767	3
217.5	2	4	22	3	16.5	1	1	11748	1	40767	3
1.5	1	3	16	2	16.5	0	2	12417	1	40768	1
22.5	1	7	14	1	16.5	1	1	11356	1	40768	1
40.5	1	12	34	2	16.5	0	2	12015	1	40768	1
60.0	2	15	18	4	16.5	0	2	12727	1	40768	1
78.0	2	16	3	4	16.5	0	2	11507	1	40768	1
99.0	2	2	26	3	16.5	1	1	11584	1	40768	1
117.0	2	11	31	4	16.5	0	2	11347	1	40768	1
136.5	2	6	28	3	16.5	1	1	11081	1	40768	1
157.5	2	9	4	3	16.5	1	1	11198	1	40768	1
175.5	2	12	12	4	16.5	0	2	13465	1	40768	1
195.0	2	10	7	4	16.5	0	1	12593	0	40768	1
214.5	1	9	15	2	16.5	0	2	12147	1	40768	1
1.5	2	1	8	4	16.5	0	 NaN	 NaN	0	40768	2
19.5	1	4	33	1	16.5	1	 1	 11717	1	40768	2
39.0	2	14	6	3	16.5	1	 2	 12177	0	40768	2
57.0	1	13	35	2	16.5	0	 2	 11186	1	40768	2
78.0	2	17	27	3	16.5	1	 2	 12359	0	40768	2
97.5	2	18	23	4	16.5	0	 2	 11936	1	40768	2
115.5	1	11	25	2	16.5	0	 2	 12035	1	40768	2
135.0	1	6	5	2	16.5	0	 2	 11372	1	40768	2
156.0	2	8	36	3	16.5	1	 1	 13223	1	40768	2
177.0	1	15	17	1	16.5	1	 1	 11826	1	40768	2
196.5	1	14	21	1	16.5	1	 1	 11088	1	40768	2
217.5	2	7	1	4	16.5	0	 2	 11635	1	40768	2
1.5	1	5	9	1	16.5	1	1	10857	1	40768	3
22.5	2	5	10	3	16.5	1	2	11591	0	40768	3
40.5	2	13	32	3	16.5	1	1	12417	1	40768	3
61.5	1	1	11	2	16.5	0	2	11793	1	40768	3
79.5	1	8	24	2	16.5	0	2	11639	1	40768	3
99.0	1	2	22	1	16.5	1	1	10996	1	40768	3
117.0	1	10	20	1	16.5	1	1	11641	1	40768	3
138.0	1	18	19	2	16.5	0	2	11656	1	40768	3
159.0	2	3	29	4	16.5	0	1	12655	0	40768	3
178.5	1	16	2	1	16.5	1	1	11095	1	40768	3
196.5	2	4	13	3	16.5	1	1	11281	1	40768	3
216.0	1	17	30	1	16.5	1	1	11300	1	40768	3
1.5	1	11	4	2	16.5	0	2	11661	1	40769	1
19.5	1	3	19	1	16.5	1	1	11564	1	40769	1
40.5	1	1	18	2	16.5	0	2	11575	1	40769	1
60.0	2	12	3	4	16.5	0	2	11817	1	40769	1
79.5	2	16	24	4	16.5	0	2	11493	1	40769	1
97.5	2	13	28	3	16.5	1	1	11150	1	40769	1
118.5	1	7	29	2	16.5	0	2	11677	1	40769	1
138.0	2	17	14	3	16.5	1	1	11468	1	40769	1
156.0	1	17	11	2	16.5	0	2	11679	1	40769	1
177.0	1	13	6	1	16.5	1	1	11774	1	40769	1
195.0	2	11	26	3	16.5	1	1	11895	1	40769	1
216.0	2	3	21	4	16.5	0	2	12307	1	40769	1
1.5	1	10	16	1	16.5	1	 1	 11770	1	40769	2
22.5	1	18	31	2	16.5	0	 2	 11611	1	40769	2
40.5	2	9	22	3	16.5	1	 1	 11780	1	40769	2
60.0	2	2	12	4	16.5	0	 2	 11783	1	40769	2
78.0	2	1	23	3	16.5	1	 1	 12501	1	40769	2
99.0	2	14	13	4	16.5	0	 2	 12766	1	40769	2
118.5	2	15	7	3	16.5	1	 NaN	 NaN	0	40769	2
136.5	1	6	34	2	16.5	0	 2	 11782	1	40769	2
157.5	2	8	1	4	16.5	0	 2	 11604	1	40769	2
177.0	1	5	2	2	16.5	0	 2	 11625	1	40769	2
198.0	1	14	9	1	16.5	1	 1	 11511	1	40769	2
217.5	1	8	10	1	16.5	1	 1	 12662	1	40769	2
1.5	1	15	32	1	16.5	1	1	12331	1	40769	3
19.5	1	16	25	1	16.5	1	1	11509	1	40769	3
37.5	2	4	5	3	16.5	1	1	11281	1	40769	3
58.5	1	12	36	2	16.5	0	2	11286	1	40769	3
79.5	2	6	17	3	16.5	1	1	11714	1	40769	3
99.0	2	7	30	4	16.5	0	2	11817	1	40769	3
120.0	1	2	33	1	16.5	1	1	12039	1	40769	3
141.0	2	5	20	3	16.5	1	1	11505	1	40769	3
159.0	2	18	27	4	16.5	0	2	12130	1	40769	3
178.5	2	10	15	4	16.5	0	2	12372	1	40769	3
198.0	1	9	8	1	16.5	1	1	12397	1	40769	3
217.5	1	4	35	2	16.5	0	2	11658	1	40769	3
1.5	2	3	26	3	16.5	1	 1	 11515	1	40773	1
21.0	1	2	16	2	16.5	0	 2	 11837	1	40773	1
42.0	1	1	6	1	16.5	1	 1	 11283	1	40773	1
60.0	1	13	13	1	16.5	1	 1	 11461	1	40773	1
78.0	1	11	5	1	16.5	1	 1	 11396	1	40773	1
99.0	1	16	24	2	16.5	0	 2	 11506	1	40773	1
117.0	1	15	36	1	16.5	1	 1	 11618	1	40773	1
136.5	2	7	17	3	16.5	1	 1	 11667	1	40773	1
156.0	2	12	30	3	16.5	1	 1	 11112	1	40773	1
175.5	2	2	35	4	16.5	0	 NaN	 NaN	0	40773	1
193.5	1	12	4	1	16.5	1	 1	 11008	1	40773	1
214.5	1	17	11	2	16.5	0	 2	 11575	1	40773	1
1.5	1	5	21	2	16.5	0	 2	 11784	1	40773	2
22.5	2	14	1	4	16.5	0	 2	 11897	1	40773	2
40.5	2	1	22	4	16.5	0	 2	 11496	1	40773	2
58.5	2	10	20	4	16.5	0	 2	 11690	1	40773	2
78.0	2	5	25	4	16.5	0	 2	 11375	1	40773	2
97.5	2	18	33	3	16.5	1	 1	 11731	1	40773	2
115.5	1	14	14	2	16.5	0	 2	 11453	1	40773	2
136.5	1	8	19	1	16.5	1	 NaN	 NaN	0	40773	2
157.5	2	6	15	4	16.5	0	 2	 11722	1	40773	2
177.0	2	11	3	3	16.5	1	 1	 11166	1	40773	2
195.0	2	15	12	3	16.5	1	 1	 12061	1	40773	2
214.5	1	7	31	2	16.5	0	 2	 11470	1	40773	2
1.5	2	9	32	3	16.5	1	1	11282	1	40773	3
22.5	1	3	28	1	16.5	1	1	11339	1	40773	3
42.0	2	16	9	3	16.5	1	1	11582	1	40773	3
63.0	2	17	29	4	16.5	0	2	12334	1	40773	3
82.5	1	9	8	1	16.5	1	1	11534	1	40773	3
102.0	1	18	7	2	16.5	0	2	11413	1	40773	3
120.0	1	10	2	2	16.5	0	2	11189	1	40773	3
141.0	2	4	34	4	16.5	0	2	11333	1	40773	3
160.5	2	13	23	4	16.5	0	2	11373	1	40773	3
178.5	1	4	18	1	16.5	1	1	11427	1	40773	3
196.5	1	6	10	2	16.5	0	1	11185	0	40773	3
214.5	2	8	27	3	16.5	1	1	11177	1	40773	3
1.5	1	11	25	2	16.5	0	1	13450	0	40775	1
19.5	2	11	22	3	16.5	1	2	11247	0	40775	1
39.0	1	3	12	1	16.5	1	1	12938	1	40775	1
60.0	2	5	35	3	16.5	1	1	12578	1	40775	1
79.5	1	7	14	2	16.5	0	2	11762	1	40775	1
97.5	1	4	15	2	16.5	0	2	12317	1	40775	1
117.0	2	3	33	4	16.5	0	2	11713	1	40775	1
135.0	1	14	9	1	16.5	1	2	11822	0	40775	1
156.0	1	10	24	1	16.5	1	1	11212	1	40775	1
175.5	2	10	7	3	16.5	1	1	13235	1	40775	1
196.5	2	17	5	4	16.5	0	2	12690	1	40775	1
217.5	2	13	6	4	16.5	0	1	13038	0	40775	1
1.5	1	12	3	2	16.5	0	2	11467	1	40775	2
22.5	1	2	27	1	16.5	1	1	11942	1	40775	2
42.0	1	8	23	2	16.5	0	2	12106	1	40775	2
60.0	1	5	21	1	16.5	1	1	12654	1	40775	2
79.5	2	2	8	3	16.5	1	1	12642	1	40775	2
99.0	1	17	31	2	16.5	0	1	11441	0	40775	2
117.0	2	9	16	3	16.5	1	1	11379	1	40775	2
138.0	2	1	36	4	16.5	0	1	13265	0	40775	2
159.0	2	8	1	3	16.5	1	1	12300	1	40775	2
180.0	2	4	13	4	16.5	0	2	12064	1	40775	2
198.0	2	7	32	4	16.5	0	2	11575	1	40775	2
217.5	1	13	20	2	16.5	0	1	12805	0	40775	2
1.5	1	15	17	1	16.5	1	2	13077	0	40775	3
22.5	2	14	29	3	16.5	1	2	12487	0	40775	3
42.0	2	12	28	4	16.5	0	2	12358	1	40775	3
60.0	1	18	18	1	16.5	1	1	12749	1	40775	3
81.0	2	15	2	3	16.5	1	1	12931	1	40775	3
100.5	1	1	11	2	16.5	0	1	13061	0	40775	3
120.0	2	16	4	3	16.5	1	1	11393	1	40775	3
141.0	1	9	30	2	16.5	0	2	11468	1	40775	3
162.0	2	18	34	4	16.5	0	2	11367	1	40775	3
180.0	1	6	10	1	16.5	1	1	11642	1	40775	3
198.0	2	6	26	4	16.5	0	2	12169	1	40775	3
216.0	1	16	19	1	16.5	1	1	12279	1	40775	3
1.5	2	3	11	3	16.5	1	 NaN	 NaN	0	40777	1
22.5	1	14	19	2	16.5	0	 2	 12590	1	40777	1
43.5	2	18	8	3	16.5	1	 1	 12798	1	40777	1
61.5	2	9	25	4	16.5	0	 2	 13256	1	40777	1
79.5	1	18	34	2	16.5	0	 NaN	 NaN	0	40777	1
99.0	2	17	6	3	16.5	1	 1	 12825	1	40777	1
120.0	1	4	13	1	16.5	1	 1	 12111	1	40777	1
138.0	2	8	17	4	16.5	0	 2	 12143	1	40777	1
156.0	2	16	27	3	16.5	1	 1	 11948	1	40777	1
177.0	1	16	22	2	16.5	0	 2	 11708	1	40777	1
196.5	2	1	20	3	16.5	1	 1	 11135	1	40777	1
216.0	1	6	14	1	16.5	1	 1	 11511	1	40777	1
1.5	1	13	26	1	16.5	1	 1	 11666	1	40777	2
19.5	2	15	9	4	16.5	0	 2	 12997	1	40777	2
40.5	2	2	4	4	16.5	0	 2	 12542	1	40777	2
58.5	1	15	10	1	16.5	1	 1	 12220	1	40777	2
78.0	1	7	35	1	16.5	1	 NaN	 NaN	0	40777	2
97.5	2	5	31	3	16.5	1	 1	 11513	1	40777	2
115.5	2	6	5	3	16.5	1	 1	 12217	1	40777	2
136.5	1	17	32	2	16.5	0	 2	 12962	1	40777	2
154.5	2	4	28	4	16.5	0	 2	 12204	1	40777	2
174.0	1	12	33	2	16.5	0	 2	 11953	1	40777	2
195.0	2	12	24	3	16.5	1	 1	 12100	1	40777	2
216.0	2	13	23	4	16.5	0	 2	 12528	1	40777	2
1.5	2	7	15	4	16.5	0	 NaN	 NaN	0	40777	3
22.5	1	3	36	1	16.5	1	 NaN	 NaN	0	40777	3
43.5	1	5	1	2	16.5	0	 2	 11701	1	40777	3
61.5	1	10	2	2	16.5	0	 2	 11688	1	40777	3
79.5	1	8	16	1	16.5	1	 1	 11304	1	40777	3
100.5	2	10	21	3	16.5	1	 2	 13158	0	40777	3
118.5	2	11	3	4	16.5	0	 2	 12029	1	40777	3
136.5	1	1	30	2	16.5	0	 1	 11672	0	40777	3
156.0	1	9	12	1	16.5	1	 2	 12293	0	40777	3
177.0	1	11	7	2	16.5	0	 1	 12095	0	40777	3
196.5	1	2	18	1	16.5	1	 1	 11955	1	40777	3
216.0	2	14	29	4	16.5	0	 1	 12676	0	40777	3
1.5	2	9	15	4	16.5	0	 1	 12303	0	40778	1
19.5	2	4	28	3	16.5	1	 1	 12161	1	40778	1
40.5	2	16	17	3	16.5	1	 NaN	 NaN	0	40778	1
58.5	1	17	29	2	16.5	0	 2	 12442	1	40778	1
79.5	1	13	24	1	16.5	1	 NaN	 NaN	0	40778	1
99.0	1	1	10	2	16.5	0	 2	 12522	1	40778	1
118.5	1	4	30	2	16.5	0	 2	 11914	1	40778	1
139.5	2	6	36	3	16.5	1	 1	 12613	1	40778	1
160.5	2	15	22	3	16.5	1	 1	 12424	1	40778	1
180.0	1	11	32	2	16.5	0	 2	 12188	1	40778	1
198.0	2	12	8	3	16.5	1	 1	 13189	1	40778	1
217.5	1	18	34	1	16.5	1	 1	 12378	1	40778	1
1.5	2	11	25	4	16.5	0	2	12375	1	40778	2
22.5	2	17	31	3	16.5	1	1	12116	1	40778	2
42.0	1	10	1	2	16.5	0	2	11777	1	40778	2
63.0	1	6	26	2	16.5	0	2	12288	1	40778	2
81.0	1	9	21	1	16.5	1	1	11565	1	40778	2
